Date,Academic_Year,Day_Type,Academic_Period,Week_Number,Semester,Is_Exam_Day,Exam_Type,Exam_Stress_Index,Is_Festival,Festival_Name,Festival_Category,Is_Long_Weekend,Expected_Occupancy_Percent,Cultural_Event,Special_Menu_Day,Institute_Notification_Sent,COVID_Restriction_Level
"February 04, 2021",2020-21,Weekday,Regular,5,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
2021-02-05,2020-21,Weekday,Regular,6,Even_Sem,False,,0,False,,,False,35.0,,False,False,2
"February 06, 2021",2020-21,Weekend,Regular,6,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
07/02/2021,2020-21,Weekend,Regular,6,Even_Sem,False,,0,False,,,False,35.0,,True,False,2
2021-02-08,2020-21,Weekday,Regular,6,Even_Sem,False,,0,False,,,False,35.0,,False,False,2
2021-02-09,2020-21,Weekday,Regular,6,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
10/02/2021,2020-21,Weekday,Regular,6,Even_Sem,False,,0,False,,,False,35.0,,False,False,2
2021-02-11,2020-21,Weekday,Regular,6,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
2021-02-12,2020-21,Weekday,Regular,7,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
13/02/2021,2020-21,Weekend,Regular,7,Even_Sem,False,,0,False,,,False,35.0,,False,False,2
2021-02-14,2020-21,Weekend,Regular,7,Even_Sem,False,,0,False,,,False,35.0,,True,False,2
15/02/2021,2020-21,Weekday,Regular,7,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
2021-02-16,2020-21,Weekday,Regular,7,Even_Sem,False,,0,False,,,False,35.0,,False,False,2
2021-02-17,2020-21,Weekday,Regular,7,Even_Sem,False,,0,False,,,False,35.0,,False,False,2
2021-02-18,2020-21,Weekday,Regular,7,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
2021-02-19,2020-21,Weekday,Regular,8,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
20/02/2021,2020-21,Weekend,Regular,8,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
2021-02-21,2020-21,Weekend,Regular,8,Even_Sem,False,,0,False,,,False,35.0,,True,True,2
2021-02-22,2020-21,Weekday,Regular,8,Even_Sem,False,,0,False,,,False,35.0,,False,False,2
23/02/2021,2020-21,Weekday,Regular,8,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
2021-02-24,2020-21,Weekday,Regular,8,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
2021-02-25,2020-21,Weekday,Regular,8,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
"February 26, 2021",2020-21,Weekday,Regular,9,Even_Sem,False,,0,False,,,False,35.0,,False,False,2
"February 27, 2021",2020-21,Weekend,Regular,9,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
2021-02-28,2020-21,Weekend,Regular,9,Even_Sem,False,,0,False,,,False,35.0,,True,False,2
2021-03-01,2020-21,Weekday,Regular,9,Even_Sem,False,,0,False,,,False,35.0,,False,False,2
"March 02, 2021",2020-21,Weekday,Regular,9,Even_Sem,False,,0,False,,,False,35.0,Cultural Fest,False,False,2
2021-03-03,2020-21,Weekday,Regular,9,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
2021-03-04,2020-21,Weekday,Regular,9,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
"March 05, 2021",2020-21,Weekday,Regular,10,Even_Sem,False,,0,False,,,False,35.0,,False,False,2
2021-03-06,2020-21,Weekend,Regular,10,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
2021-03-07,2020-21,WEEKEND,Regular,10,Even_Sem,False,,0,False,,,False,35.0,,True,True,2
2021-03-08,2020-21,Weekday,Regular,10,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
2021-03-09,2020-21,Weekday,Regular,10,Even_Sem,False,,0,False,,,False,35.0,,False,False,2
10/03/2021,2020-21,Weekday,Exam,10,Even_Sem,True,Mid_Sem,5,False,,,False,35.0,,False,True,2
"March 11, 2021",2020-21,Weekday,Exam,10,Even_Sem,True,Mid_Sem,5,False,,,False,35.0,,False,True,2
2021-03-12,2020-21,Week Day,Exam,11,Even_Sem,True,Mid_Sem,5,False,,,False,35.0,,False,False,2
2021-03-13,2020-21,Weekend,Exam,11,Even_Sem,True,Mid_Sem,5,False,,,False,35.0,,False,True,2
2021-03-14,2020-21,Weekend,Exam,11,Even_Sem,True,Mid_Sem,5,False,,,False,35.0,,True,True,2
2021-03-15,2020-21,Weekday,Exam,11,Even_Sem,True,Mid_Sem,5,False,,,False,35.0,,False,True,2
2021-03-16,2020-21,Weekday,Exam,11,Even_Sem,True,Mid_Sem,5,False,,,False,35.0,,False,True,2
2021-03-17,2020-21,Weekday,Exam,11,Even_Sem,True,Mid_Sem,5,False,,,False,35.0,,False,False,2
2021-03-18,2020-21,Weekday,Exam,11,Even_Sem,True,Mid_Sem,5,False,,,False,35.0,,False,True,2
2021-03-19,2020-21,Weekday,Exam,12,Even_Sem,True,Mid_Sem,5,False,,,False,35.0,,False,False,2
20/03/2021,2020-21,Weekend,Exam,12,Even_Sem,True,Mid_Sem,5,False,,,False,35.0,,False,True,2
21/03/2021,2020-21,Weekend,Regular,12,Even_Sem,False,,0,False,,,False,35.0,,True,True,2
22/03/2021,2020-21,Weekday,Regular,12,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
2021-03-23,2020-21,Weekday,Regular,12,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
"March 24, 2021",2020-21,Weekday,Regular,12,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
2021-03-25,2020-21,Weekday,Regular,12,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
2021-03-26,2020-21,Weekday,Regular,13,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
2021-03-27,2020-21,Weekend,Regular,13,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
2021-03-28,2020-21,Weekend,Regular,13,Even_Sem,False,,0,True,Holi,Religious,True,35.0,,True,True,2
2021-03-29,2020-21,Weekday,Regular,13,Even_Sem,False,,0,True,Holi,Religious,False,35.0,,True,True,2
2021-03-30,2020-21,Weekday,Regular,13,Even_Sem,False,,0,True,Holi,Religious,False,35.0,,True,True,2
2021-03-31,2020-21,Weekday,Regular,13,Even_Sem,False,,0,False,,,False,35.0,,False,False,2
2021-04-01,2020-21,Weekday,Regular,13,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
"April 02, 2021",2020-21,Weekday,Regular,14,Even_Sem,False,,0,False,,,False,35.0,,False,False,2
03/04/2021,2020-21,Weekend,Regular,14,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
2021-04-04,2020-21,Weekend,Regular,14,Even_Sem,False,,0,False,,,False,35.0,,True,False,2
2021-04-05,2020-21,Weekday,Regular,14,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
"April 06, 2021",2020-21,Weekday,Regular,14,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
07/04/2021,2020-21,Weekday,Regular,14,Even_Sem,False,,0,False,,,False,35.0,,False,False,2
2021-04-08,2020-21,Weekday,Regular,14,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
"April 09, 2021",2020-21,Weekday,Regular,15,Even_Sem,False,,0,False,,,False,35.0,,False,False,2
10/04/2021,2020-21,Weekend,Regular,15,Even_Sem,False,,0,False,,,False,35.0,,False,False,2
2021-04-11,2020-21,Weekend,Regular,15,Even_Sem,False,,0,False,,,False,35.0,,True,True,2
"April 12, 2021",2020-21,Weekday,Regular,15,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
2021-04-13,2020-21,Weekday,Regular,15,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
14/04/2021,2020-21,Weekday,Regular,15,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
2021-04-15,2020-21,Weekday,Regular,15,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
16/04/2021,2020-21,Weekday,Regular,16,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
2021-04-17,2020-21,Weekend,Regular,16,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
2021-04-18,2020-21,Weekend,Regular,16,Even_Sem,False,,0,False,,,False,35.0,,True,False,2
19/04/2021,2020-21,Weekday,Regular,16,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
"April 20, 2021",2020-21,WKDAY,Pre_Exam,16,Even_Sem,False,,4,False,,,False,35.0,,False,True,2
2021-04-21,2020-21,Weekday,Pre_Exam,16,Even_Sem,False,,4,False,,,False,35.0,,False,True,2
2021-04-22,2020-21,WKDAY,Pre_Exam,16,Even_Sem,False,,4,False,,,False,35.0,,False,True,2
2021-04-23,2020-21,Weekday,Pre_Exam,17,Even_Sem,False,,4,False,,,False,35.0,,False,True,2
2021-04-24,2020-21,Weekend,Pre_Exam,17,Even_Sem,False,,4,False,,,False,35.0,,False,False,2
25/04/2021,2020-21,Weekend,Pre_Exam,17,Even_Sem,False,,4,False,,,False,35.0,,True,False,2
2021-04-26,2020-21,Week Day,Pre_Exam,17,Even_Sem,False,,4,False,,,False,35.0,,False,False,2
2021-04-27,2020-21,Weekday,Pre_Exam,17,Even_Sem,False,,4,False,,,False,35.0,,False,True,2
28/04/2021,2020-21,Weekday,Pre_Exam,17,Even_Sem,False,,4,False,,,False,35.0,,False,True,2
2021-04-29,2020-21,Weekday,Pre_Exam,17,Even_Sem,False,,4,False,,,False,35.0,,False,True,2
2021-04-30,2020-21,Weekday,Pre_Exam,18,Even_Sem,False,,4,False,,,False,35.0,,False,True,2
"May 01, 2021",2020-21,Weekend,Regular,18,Even_Sem,False,,0,False,,,False,35.0,Annual Day,False,False,2
2021-05-02,2020-21,Weekend,Regular,18,Even_Sem,False,,0,False,,,False,35.0,,True,False,2
"May 03, 2021",2020-21,Weekday,Regular,18,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
"May 04, 2021",2020-21,Weekday,Regular,18,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
"May 05, 2021",2020-21,Weekday,Exam,18,Even_Sem,True,End_Sem,8,False,,,False,35.0,,False,False,2
2021-05-06,2020-21,Weekday,Exam,18,Even_Sem,True,End_Sem,8,False,,,False,35.0,,False,True,2
2021-05-07,2020-21,Weekday,Exam,19,Even_Sem,True,End_Sem,8,False,,,False,35.0,,False,False,2
2021-05-08,2020-21,Weekend,Exam,19,Even_Sem,True,End_Sem,8,False,,,False,35.0,,False,True,2
09/05/2021,2020-21,Weekend,Exam,19,Even_Sem,True,End_Sem,8,False,,,False,35.0,,True,False,2
2021-05-10,2020-21,Weekday,Exam,19,Even_Sem,True,End_Sem,8,False,,,False,35.0,,False,True,2
"May 11, 2021",2020-21,Weekday,Exam,19,Even_Sem,True,End_Sem,8,False,,,False,35.0,,False,True,2
2021-05-12,2020-21,Weekday,Exam,19,Even_Sem,True,End_Sem,8,True,Eid,Religious,False,35.0,,True,True,2
13/05/2021,2020-21,Weekday,Exam,19,Even_Sem,True,End_Sem,8,True,Eid,Religious,False,35.0,,True,False,2
14/05/2021,2020-21,Weekday,Exam,20,Even_Sem,True,End_Sem,8,True,Eid,Religious,False,35.0,,True,True,2
2021-05-15,2020-21,Weekend,Exam,20,Even_Sem,True,End_Sem,8,False,,,True,35.0,,False,True,2
"May 16, 2021",2020-21,weekend,Exam,20,Even_Sem,True,End_Sem,8,False,,,False,35.0,,True,False,2
"May 17, 2021",2020-21,Weekday,Exam,20,Even_Sem,True,End_Sem,8,False,,,False,35.0,,False,False,2
2021-05-18,2020-21,Weekday,Exam,20,Even_Sem,True,End_Sem,8,False,,,False,35.0,,False,True,2
19/05/2021,2020-21,Weekday,Exam,20,Even_Sem,True,End_Sem,8,False,,,False,35.0,,False,False,2
20/05/2021,2020-21,Weekday,Exam,20,Even_Sem,True,End_Sem,8,False,,,False,35.0,,False,False,2
2021-05-21,2020-21,Weekday,Exam,21,Even_Sem,True,End_Sem,8,False,,,False,35.0,,False,False,2
2021-05-22,2020-21,Weekend,Exam,21,Even_Sem,True,End_Sem,8,False,,,False,35.0,,False,True,2
2021-05-23,2020-21,Weekend,Exam,21,Even_Sem,True,End_Sem,8,False,,,False,35.0,,True,True,2
2021-05-24,2020-21,Weekday,Exam,21,Even_Sem,True,End_Sem,8,False,,,False,35.0,,False,True,2
2021-05-25,2020-21,Weekday,Exam,21,Even_Sem,True,End_Sem,8,False,,,False,35.0,,False,True,2
2021-05-26,2020-21,Weekday,Post_Exam,21,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
2021-05-27,2020-21,Weekday,Post_Exam,21,Even_Sem,False,,0,False,,,False,35.0,,False,False,2
2021-05-28,2020-21,Weekday,Post_Exam,22,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
2021-05-29,2020-21,Weekend,Post_Exam,22,Even_Sem,False,,0,False,,,False,35.0,,False,False,2
2021-05-30,2020-21,Weekend,Post_Exam,22,Even_Sem,False,,0,False,,,False,35.0,,True,True,2
2021-05-31,2020-21,Weekday,Post_Exam,22,Even_Sem,False,,0,False,,,False,35.0,,False,True,2
01/06/2021,2020-21,Weekday,Vacation,22,Summer_Break,False,,0,False,,,False,35.0,,False,True,2
"June 02, 2021",2020-21,Weekday,Vacation,22,Summer_Break,False,,0,False,,,False,35.0,,False,False,2
2021-06-03,2020-21,Weekday,Vacation,22,Summer_Break,False,,0,False,,,False,35.0,,False,True,2
2021-06-04,2020-21,Weekday,Vacation,23,Summer_Break,False,,0,False,,,False,35.0,,False,False,2
2021-06-05,2020-21,Weekend,Vacation,23,Summer_Break,False,,0,False,,,False,35.0,,False,True,2
"June 06, 2021",2020-21,Weekend,Vacation,23,Summer_Break,False,,0,False,,,False,35.0,,True,True,2
07/06/2021,2020-21,Weekday,Vacation,23,Summer_Break,False,,0,False,,,False,35.0,,False,False,2
2021-06-08,2020-21,Weekday,Vacation,23,Summer_Break,False,,0,False,,,False,35.0,,False,True,2
2021-06-09,2020-21,Weekday,Vacation,23,Summer_Break,False,,0,False,,,False,35.0,,False,True,2
10/06/2021,2020-21,Weekday,Vacation,23,Summer_Break,False,,0,False,,,False,35.0,,False,True,2
2021-06-11,2020-21,Weekday,Vacation,24,Summer_Break,False,,0,False,,,False,35.0,,False,True,2
12/06/2021,2020-21,Weekend,Vacation,24,Summer_Break,False,,0,False,,,False,35.0,,False,False,2
13/06/2021,2020-21,Weekend,Vacation,24,Summer_Break,False,,0,False,,,False,35.0,,True,True,2
2021-06-14,2020-21,Weekday,Vacation,24,Summer_Break,False,,0,False,,,False,35.0,,False,True,2
15/06/2021,2020-21,Weekday,Vacation,24,Summer_Break,False,,0,False,,,False,35.0,,False,True,2
2021-06-16,2020-21,Weekday,Vacation,24,Summer_Break,False,,0,False,,,False,35.0,,False,True,2
2021-06-17,2020-21,Weekday,Vacation,24,Summer_Break,False,,0,False,,,False,35.0,,False,True,2
18/06/2021,2020-21,Weekday,Vacation,25,Summer_Break,False,,0,False,,,False,35.0,,False,False,2
2021-06-19,2020-21,Weekend,Vacation,25,Summer_Break,False,,0,False,,,False,35.0,,False,True,2
2021-06-20,2020-21,Weekend,Vacation,25,Summer_Break,False,,0,False,,,False,35.0,,True,True,2
2021-06-21,2020-21,Weekday,Vacation,25,Summer_Break,False,,0,False,,,False,35.0,,False,True,2
22/06/2021,2020-21,Weekday,Vacation,25,Summer_Break,False,,0,False,,,False,35.0,,False,True,2
2021-06-23,2020-21,weekday,Vacation,25,Summer_Break,False,,0,False,,,False,35.0,,False,True,2
24/06/2021,2020-21,Weekday,Vacation,25,Summer_Break,False,,0,False,,,False,35.0,,False,True,2
"June 25, 2021",2020-21,Weekday,Vacation,26,Summer_Break,False,,0,False,,,False,35.0,,False,True,2
2021-06-26,2020-21,Weekend,Vacation,26,Summer_Break,False,,0,False,,,False,35.0,,False,True,2
27/06/2021,2020-21,Weekend,Vacation,26,Summer_Break,False,,0,False,,,False,35.0,,True,True,2
2021-06-28,2020-21,Weekday,Vacation,26,Summer_Break,False,,0,False,,,False,35.0,,False,True,2
2021-06-29,2020-21,Weekday,Vacation,26,Summer_Break,False,,0,False,,,False,35.0,,False,False,2
30/06/2021,2020-21,Weekday,Vacation,26,Summer_Break,False,,0,False,,,False,35.0,Sports Meet,False,True,2
2021-07-01,2021-22,Weekday,Vacation,26,Odd_Sem,False,,0,False,,,False,10.5,,False,True,1
2021-07-02,2021-22,Weekday,Vacation,27,Odd_Sem,False,,0,False,,,False,10.5,,False,False,1
"July 03, 2021",2021-22,Weekend,Vacation,27,Odd_Sem,False,,0,False,,,False,8.9,,False,False,1
2021-07-04,2021-22,Weekend,Vacation,27,Odd_Sem,False,,0,False,,,False,8.9,,True,True,1
2021-07-05,2021-22,Weekday,Vacation,27,Odd_Sem,False,,0,False,,,False,10.5,,False,True,1
06/07/2021,2021-22,Weekday,Vacation,27,Odd_Sem,False,,0,False,,,False,10.5,,False,True,1
2021-07-07,2021-22,Weekday,Vacation,27,Odd_Sem,False,,0,False,,,False,10.5,,False,True,1
2021-07-08,2021-22,Weekday,Vacation,27,Odd_Sem,False,,0,False,,,False,10.5,,False,False,1
2021-07-09,2021-22,Weekday,Vacation,28,Odd_Sem,False,,0,False,,,False,10.5,,False,False,1
10/07/2021,2021-22,Weekend,Vacation,28,Odd_Sem,False,,0,False,,,False,8.9,,False,True,1
"July 11, 2021",2021-22,Weekend,Vacation,28,Odd_Sem,False,,0,False,,,False,8.9,,True,True,1
"July 12, 2021",2021-22,Weekday,Vacation,28,Odd_Sem,False,,0,False,,,False,10.5,,False,False,1
2021-07-13,2021-22,Weekday,Vacation,28,Odd_Sem,False,,0,False,,,False,10.5,,False,True,1
"July 14, 2021",2021-22,Weekday,Vacation,28,Odd_Sem,False,,0,False,,,False,10.5,,False,False,1
2021-07-15,2021-22,Weekday,Vacation,28,Odd_Sem,False,,0,False,,,False,10.5,,False,False,1
16/07/2021,2021-22,Weekday,Vacation,29,Odd_Sem,False,,0,False,,,False,10.5,,False,True,1
"July 17, 2021",2021-22,Weekend,Vacation,29,Odd_Sem,False,,0,False,,,False,8.9,,False,True,1
2021-07-18,2021-22,Weekend,Vacation,29,Odd_Sem,False,,0,False,,,False,8.9,,True,False,1
19/07/2021,2021-22,Weekday,Vacation,29,Odd_Sem,False,,0,False,,,False,10.5,,False,False,1
"July 20, 2021",2021-22,Weekday,Vacation,29,Odd_Sem,False,,0,False,,,False,10.5,,False,True,1
"July 21, 2021",2021-22,Weekday,Vacation,29,Odd_Sem,False,,0,False,,,False,10.5,,False,True,1
"July 22, 2021",2021-22,Weekday,Vacation,29,Odd_Sem,False,,0,False,,,False,10.5,,False,True,1
2021-07-23,2021-22,Week Day,Vacation,30,Odd_Sem,False,,0,False,,,False,10.5,,False,True,1
2021-07-24,2021-22,Weekend,Vacation,30,Odd_Sem,False,,0,False,,,False,8.9,,False,False,1
"July 25, 2021",2021-22,Weekend,Vacation,30,Odd_Sem,False,,0,False,,,False,8.9,,True,True,1
2021-07-26,2021-22,Weekday,Vacation,30,Odd_Sem,False,,0,False,,,False,10.5,,False,False,1
2021-07-27,2021-22,Weekday,Vacation,30,Odd_Sem,False,,0,False,,,False,10.5,,False,True,1
2021-07-28,2021-22,Weekday,Vacation,30,Odd_Sem,False,,0,False,,,False,10.5,,False,True,1
29/07/2021,2021-22,Weekday,Vacation,30,Odd_Sem,False,,0,False,,,False,10.5,,False,True,1
30/07/2021,2021-22,Week Day,Vacation,31,Odd_Sem,False,,0,False,,,False,10.5,,False,False,1
2021-07-31,2021-22,Weekend,Vacation,31,Odd_Sem,False,,0,False,,,False,8.9,,False,True,1
2021-08-01,2021-22,Weekend,Regular,31,Odd_Sem,False,,0,False,,,False,56.5,,True,True,1
"August 02, 2021",2021-22,Weekday,Regular,31,Odd_Sem,False,,0,False,,,False,66.5,,False,True,1
2021-08-03,2021-22,Weekday,Regular,31,Odd_Sem,False,,0,False,,,False,66.5,,False,True,1
04/08/2021,2021-22,Weekday,Regular,31,Odd_Sem,False,,0,False,,,False,66.5,,False,True,1
2021-08-05,2021-22,Weekday,Regular,31,Odd_Sem,False,,0,False,,,False,66.5,,False,True,1
06/08/2021,2021-22,Weekday,Regular,32,Odd_Sem,False,,0,False,,,False,66.5,,False,True,1
"August 07, 2021",2021-22,Weekend,Regular,32,Odd_Sem,False,,0,False,,,False,56.5,,False,True,1
2021-08-08,2021-22,Weekend,Regular,32,Odd_Sem,False,,0,False,,,False,56.5,,True,False,1
"August 09, 2021",2021-22,Week Day,Regular,32,Odd_Sem,False,,0,False,,,False,66.5,,False,True,1
2021-08-10,2021-22,Weekday,Regular,32,Odd_Sem,False,,0,False,,,False,66.5,,False,True,1
"August 11, 2021",2021-22,Weekday,Regular,32,Odd_Sem,False,,0,False,,,False,66.5,,False,False,1
12/08/2021,2021-22,Weekday,Regular,32,Odd_Sem,False,,0,False,,,False,66.5,,False,False,1
2021-08-13,2021-22,Weekday,Regular,33,Odd_Sem,False,,0,False,,,False,66.5,,False,True,1
2021-08-14,2021-22,Weekend,Regular,33,Odd_Sem,False,,0,True,Independence Day,National,False,36.7,,True,False,1
"August 15, 2021",2021-22,Weekend,Regular,33,Odd_Sem,False,,0,True,Independence Day,National,True,25.7,,True,True,1
2021-08-16,2021-22,Weekday,Regular,33,Odd_Sem,False,,0,True,Independence Day,National,False,43.2,,True,True,1
2021-08-17,2021-22,Weekday,Regular,33,Odd_Sem,False,,0,False,,,False,66.5,,False,True,1
2021-08-18,2021-22,Weekday,Regular,33,Odd_Sem,False,,0,False,,,False,66.5,,False,True,1
19/08/2021,2021-22,Weekday,Regular,33,Odd_Sem,False,,0,False,,,False,66.5,,False,True,1
2021-08-20,2021-22,Weekday,Regular,34,Odd_Sem,False,,0,True,Onam,Regional,False,43.2,,True,False,1
2021-08-21,2021-22,Weekend,Regular,34,Odd_Sem,False,,0,True,Onam,Regional,True,25.7,,True,False,1
"August 22, 2021",2021-22,Weekend,Regular,34,Odd_Sem,False,,0,True,Onam,Regional,True,25.7,,True,True,1
"August 23, 2021",2021-22,Weekday,Regular,34,Odd_Sem,False,,0,False,,,False,66.5,,False,True,1
"August 24, 2021",2021-22,Weekday,Regular,34,Odd_Sem,False,,0,False,,,False,66.5,,False,True,1
"August 25, 2021",2021-22,Weekday,Regular,34,Odd_Sem,False,,0,False,,,False,66.5,,False,True,1
"August 26, 2021",2021-22,Week Day,Regular,34,Odd_Sem,False,,0,False,,,False,66.5,,False,True,1
2021-08-27,2021-22,Weekday,Regular,35,Odd_Sem,False,,0,False,,,False,66.5,,False,True,1
2021-08-28,2021-22,Weekend,Regular,35,Odd_Sem,False,,0,False,,,False,56.5,,False,False,1
29/08/2021,2021-22,Weekend,Regular,35,Odd_Sem,False,,0,False,,,False,56.5,Tech Symposium,True,True,1
30/08/2021,2021-22,Weekday,Regular,35,Odd_Sem,False,,0,False,,,False,66.5,,False,True,1
"August 31, 2021",2021-22,Weekday,Regular,35,Odd_Sem,False,,0,False,,,False,66.5,,False,True,1
2021-09-01,2021-22,Weekday,Regular,35,Odd_Sem,False,,0,False,,,False,66.5,,False,True,1
"September 02, 2021",2021-22,Weekday,Regular,35,Odd_Sem,False,,0,False,,,False,66.5,,False,False,1
03/09/2021,2021-22,Weekday,Regular,36,Odd_Sem,False,,0,False,,,False,66.5,,False,True,1
2021-09-04,2021-22,Weekend,Regular,36,Odd_Sem,False,,0,False,,,False,56.5,,False,True,1
2021-09-05,2021-22,Weekend,Regular,36,Odd_Sem,False,,0,False,,,False,56.5,,True,True,1
2021-09-06,2021-22,Weekday,Regular,36,Odd_Sem,False,,0,False,,,False,66.5,,False,True,1
"September 07, 2021",2021-22,Weekday,Regular,36,Odd_Sem,False,,0,False,,,False,66.5,,False,False,1
2021-09-08,2021-22,Weekday,Regular,36,Odd_Sem,False,,0,False,,,False,66.5,,False,True,1
